motion_path,source_set,subject,action_category,action_zh,reference_frames,control_steps,duration_seconds,frequency_hz,historical_tracker_success,historical_frame_coverage,historical_done_reason,replay_candidate
KIT/424/turn_right01_poses,official_kit,424,turn_right,右转,635,634,6.34,100.0,True,0.9984251968503937,completed,True
KIT/424/turn_right02_poses,official_kit,424,turn_right,右转,509,508,5.08,100.0,True,0.9980353634577603,completed,True
KIT/424/turn_right03_poses,official_kit,424,turn_right,右转,559,558,5.58,100.0,True,0.998211091234347,completed,True
KIT/424/turn_right04_poses,official_kit,424,turn_right,右转,564,563,5.63,100.0,True,0.99822695035461,completed,True
KIT/424/turn_right05_poses,official_kit,424,turn_right,右转,581,580,5.8,100.0,True,0.9982788296041308,completed,True
KIT/424/turn_right06_poses,official_kit,424,turn_right,右转,594,593,5.93,100.0,True,0.9983164983164983,completed,True
KIT/424/turn_right07_poses,official_kit,424,turn_right,右转,644,643,6.43,100.0,True,0.9984472049689441,completed,True
KIT/424/turn_right08_poses,official_kit,424,turn_right,右转,602,601,6.01,100.0,True,0.9983388704318937,completed,True
KIT/424/turn_right09_poses,official_kit,424,turn_right,右转,605,604,6.04,100.0,True,0.9983471074380166,completed,True
KIT/424/turn_right10_poses,official_kit,424,turn_right,右转,574,573,5.73,100.0,True,0.9982578397212544,completed,True
KIT/424/walking_fast01_poses,official_kit,424,walking_fast,快速直行,488,487,4.87,100.0,True,0.9979508196721312,completed,True
KIT/424/walking_fast02_poses,official_kit,424,walking_fast,快速直行,586,585,5.85,100.0,True,0.9982935153583617,completed,True
KIT/424/walking_fast03_poses,official_kit,424,walking_fast,快速直行,541,540,5.4,100.0,True,0.9981515711645101,completed,True
KIT/424/walking_fast04_poses,official_kit,424,walking_fast,快速直行,658,657,6.57,100.0,True,0.9984802431610942,completed,True
KIT/424/walking_fast05_poses,official_kit,424,walking_fast,快速直行,365,364,3.64,100.0,True,0.9972602739726028,completed,True
KIT/424/walking_fast06_poses,official_kit,424,walking_fast,快速直行,539,538,5.38,100.0,True,0.9981447124304267,completed,True
KIT/424/walking_fast07_poses,official_kit,424,walking_fast,快速直行,420,419,4.19,100.0,True,0.9976190476190476,completed,True
KIT/424/walking_fast08_poses,official_kit,424,walking_fast,快速直行,491,490,4.9,100.0,True,0.9979633401221996,completed,True
KIT/424/walking_fast09_poses,official_kit,424,walking_fast,快速直行,359,358,3.58,100.0,True,0.9972144846796658,completed,True
KIT/424/walking_fast10_poses,official_kit,424,walking_fast,快速直行,428,427,4.27,100.0,True,0.9976635514018691,completed,True
KIT/424/walking_medium01_poses,official_kit,424,walking_medium,中速直行,694,693,6.93,100.0,True,0.9985590778097982,completed,True
KIT/424/walking_medium02_poses,official_kit,424,walking_medium,中速直行,625,624,6.24,100.0,True,0.9984,completed,True
KIT/424/walking_medium03_poses,official_kit,424,walking_medium,中速直行,569,568,5.68,100.0,True,0.9982425307557118,completed,True
KIT/424/walking_medium04_poses,official_kit,424,walking_medium,中速直行,606,605,6.05,100.0,True,0.9983498349834984,completed,True
KIT/424/walking_medium05_poses,official_kit,424,walking_medium,中速直行,584,583,5.83,100.0,True,0.9982876712328768,completed,True
KIT/424/walking_medium06_poses,official_kit,424,walking_medium,中速直行,572,571,5.71,100.0,True,0.9982517482517482,completed,True
KIT/424/walking_medium07_poses,official_kit,424,walking_medium,中速直行,560,559,5.59,100.0,True,0.9982142857142857,completed,True
KIT/424/walking_medium08_poses,official_kit,424,walking_medium,中速直行,489,488,4.88,100.0,True,0.9979550102249489,completed,True
KIT/424/walking_medium09_poses,official_kit,424,walking_medium,中速直行,590,589,5.89,100.0,True,0.9983050847457627,completed,True
KIT/424/walking_medium10_poses,official_kit,424,walking_medium,中速直行,643,642,6.42,100.0,True,0.9984447900466563,completed,True
KIT/424/walking_run01_poses,official_kit,424,walking_run,跑步,388,387,3.87,100.0,True,0.9974226804123711,completed,True
KIT/424/walking_run02_poses,official_kit,424,walking_run,跑步,313,312,3.12,100.0,True,0.9968051118210862,completed,True
KIT/424/walking_run03_poses,official_kit,424,walking_run,跑步,376,375,3.75,100.0,True,0.9973404255319149,completed,True
KIT/424/walking_run04_poses,official_kit,424,walking_run,跑步,392,391,3.91,100.0,True,0.9974489795918368,completed,True
KIT/424/walking_run05_poses,official_kit,424,walking_run,跑步,399,398,3.98,100.0,True,0.9974937343358395,completed,True
KIT/424/walking_run06_poses,official_kit,424,walking_run,跑步,448,447,4.47,100.0,True,0.9977678571428571,completed,True
KIT/424/walking_run07_poses,official_kit,424,walking_run,跑步,366,365,3.65,100.0,True,0.9972677595628415,completed,True
KIT/424/walking_run08_poses,official_kit,424,walking_run,跑步,528,527,5.27,100.0,True,0.9981060606060606,completed,True
KIT/424/walking_run09_poses,official_kit,424,walking_run,跑步,423,422,4.22,100.0,True,0.9976359338061466,completed,True
KIT/424/walking_run10_poses,official_kit,424,walking_run,跑步,461,460,4.6,100.0,True,0.9978308026030369,completed,True
KIT/424/walking_slow01_poses,official_kit,424,walking_slow,慢速直行,851,850,8.5,100.0,True,0.9988249118683902,completed,True
KIT/424/walking_slow02_poses,official_kit,424,walking_slow,慢速直行,897,896,8.96,100.0,True,0.9988851727982163,completed,True
KIT/424/walking_slow03_poses,official_kit,424,walking_slow,慢速直行,827,826,8.26,100.0,True,0.9987908101571947,completed,True
KIT/424/walking_slow04_poses,official_kit,424,walking_slow,慢速直行,842,841,8.41,100.0,True,0.998812351543943,completed,True
KIT/424/walking_slow05_poses,official_kit,424,walking_slow,慢速直行,837,836,8.36,100.0,True,0.998805256869773,completed,True
KIT/424/walking_slow06_poses,official_kit,424,walking_slow,慢速直行,829,828,8.28,100.0,True,0.9987937273823885,completed,True
KIT/424/walking_slow07_poses,official_kit,424,walking_slow,慢速直行,797,796,7.96,100.0,True,0.998745294855709,completed,True
KIT/424/walking_slow08_poses,official_kit,424,walking_slow,慢速直行,852,851,8.51,100.0,True,0.9988262910798122,completed,True
KIT/424/walking_slow09_poses,official_kit,424,walking_slow,慢速直行,840,839,8.39,100.0,True,0.9988095238095238,completed,True
KIT/424/walking_slow10_poses,official_kit,424,walking_slow,慢速直行,877,876,8.76,100.0,True,0.9988597491448119,completed,True
KIT/425/turn_left01_poses,official_kit,425,turn_left,左转,557,556,5.56,100.0,True,0.9982046678635548,completed,True
KIT/425/turn_left02_poses,official_kit,425,turn_left,左转,559,558,5.58,100.0,True,0.998211091234347,completed,True
KIT/425/turn_left03_poses,official_kit,425,turn_left,左转,573,572,5.72,100.0,True,0.9982547993019197,completed,True
KIT/425/turn_left04_poses,official_kit,425,turn_left,左转,405,404,4.04,100.0,True,0.9975308641975309,completed,True
KIT/425/turn_left05_poses,official_kit,425,turn_left,左转,488,487,4.87,100.0,True,0.9979508196721312,completed,True
KIT/425/turn_left06_poses,official_kit,425,turn_left,左转,481,480,4.8,100.0,True,0.997920997920998,completed,True
KIT/425/turn_left07_poses,official_kit,425,turn_left,左转,471,470,4.7,100.0,True,0.9978768577494692,completed,True
KIT/425/turn_left08_poses,official_kit,425,turn_left,左转,473,472,4.72,100.0,True,0.9978858350951374,completed,True
KIT/425/turn_left09_poses,official_kit,425,turn_left,左转,420,419,4.19,100.0,True,0.9976190476190476,completed,True
KIT/425/turn_right01_poses,official_kit,425,turn_right,右转,560,559,5.59,100.0,True,0.9982142857142857,completed,True
KIT/425/turn_right02_poses,official_kit,425,turn_right,右转,603,602,6.02,100.0,True,0.9983416252072969,completed,True
KIT/425/turn_right03_poses,official_kit,425,turn_right,右转,562,561,5.61,100.0,True,0.998220640569395,completed,True
KIT/425/turn_right04_poses,official_kit,425,turn_right,右转,593,592,5.92,100.0,True,0.9983136593591906,completed,True
KIT/425/turn_right05_poses,official_kit,425,turn_right,右转,602,601,6.01,100.0,True,0.9983388704318937,completed,True
KIT/425/turn_right06_poses,official_kit,425,turn_right,右转,541,540,5.4,100.0,True,0.9981515711645101,completed,True
KIT/425/turn_right07_poses,official_kit,425,turn_right,右转,611,610,6.1,100.0,True,0.9983633387888707,completed,True
KIT/425/walking_01_poses,official_kit,425,generic_walking,普通行走,654,653,6.53,100.0,True,0.9984709480122325,completed,True
KIT/425/walking_02_poses,official_kit,425,generic_walking,普通行走,615,614,6.14,100.0,True,0.9983739837398374,completed,True
KIT/425/walking_03_poses,official_kit,425,generic_walking,普通行走,577,576,5.76,100.0,True,0.9982668977469671,completed,True
KIT/425/walking_04_poses,official_kit,425,generic_walking,普通行走,540,539,5.39,100.0,True,0.9981481481481481,completed,True
KIT/425/walking_05_poses,official_kit,425,generic_walking,普通行走,556,555,5.55,100.0,True,0.9982014388489209,completed,True
KIT/425/walking_06_poses,official_kit,425,generic_walking,普通行走,514,513,5.13,100.0,True,0.9980544747081712,completed,True
KIT/425/walking_07_poses,official_kit,425,generic_walking,普通行走,595,594,5.94,100.0,True,0.9983193277310924,completed,True
KIT/425/walking_08_poses,official_kit,425,generic_walking,普通行走,572,571,5.71,100.0,True,0.9982517482517482,completed,True
KIT/425/walking_09_poses,official_kit,425,generic_walking,普通行走,593,592,5.92,100.0,True,0.9983136593591906,completed,True
KIT/425/walking_10_poses,official_kit,425,generic_walking,普通行走,571,570,5.7,100.0,True,0.9982486865148862,completed,True
KIT/425/walking_11_poses,official_kit,425,generic_walking,普通行走,675,674,6.74,100.0,True,0.9985185185185185,completed,True
KIT/425/walking_fast01_poses,official_kit,425,walking_fast,快速直行,471,470,4.7,100.0,True,0.9978768577494692,completed,True
KIT/425/walking_fast02_poses,official_kit,425,walking_fast,快速直行,416,415,4.15,100.0,True,0.9975961538461539,completed,True
KIT/425/walking_fast03_poses,official_kit,425,walking_fast,快速直行,318,317,3.17,100.0,True,0.9968553459119497,completed,True
KIT/425/walking_fast04_poses,official_kit,425,walking_fast,快速直行,467,466,4.66,100.0,True,0.9978586723768736,completed,True
KIT/425/walking_fast05_poses,official_kit,425,walking_fast,快速直行,358,357,3.57,100.0,True,0.9972067039106145,completed,True
KIT/425/walking_fast06_poses,official_kit,425,walking_fast,快速直行,413,412,4.12,100.0,True,0.9975786924939467,completed,True
KIT/425/walking_fast07_poses,official_kit,425,walking_fast,快速直行,487,486,4.86,100.0,True,0.997946611909651,completed,True
KIT/425/walking_medium01_poses,official_kit,425,walking_medium,中速直行,463,462,4.62,100.0,True,0.9978401727861771,completed,True
KIT/425/walking_medium02_poses,official_kit,425,walking_medium,中速直行,426,425,4.25,100.0,True,0.9976525821596244,completed,True
KIT/425/walking_medium03_poses,official_kit,425,walking_medium,中速直行,449,448,4.48,100.0,True,0.9977728285077951,completed,True
KIT/425/walking_medium04_poses,official_kit,425,walking_medium,中速直行,482,481,4.81,100.0,True,0.9979253112033195,completed,True
KIT/425/walking_medium05_poses,official_kit,425,walking_medium,中速直行,375,374,3.74,100.0,True,0.9973333333333333,completed,True
KIT/425/walking_medium06_poses,official_kit,425,walking_medium,中速直行,547,546,5.46,100.0,True,0.9981718464351006,completed,True
KIT/425/walking_medium07_poses,official_kit,425,walking_medium,中速直行,511,510,5.1,100.0,True,0.9980430528375733,completed,True
KIT/425/walking_medium08_poses,official_kit,425,walking_medium,中速直行,478,477,4.77,100.0,True,0.997907949790795,completed,True
KIT/425/walking_medium09_poses,official_kit,425,walking_medium,中速直行,479,478,4.78,100.0,True,0.9979123173277662,completed,True
KIT/425/walking_slow01_poses,official_kit,425,walking_slow,慢速直行,566,565,5.65,100.0,True,0.9982332155477032,completed,True
KIT/425/walking_slow02_poses,official_kit,425,walking_slow,慢速直行,648,647,6.47,100.0,True,0.9984567901234568,completed,True
KIT/425/walking_slow04_poses,official_kit,425,walking_slow,慢速直行,608,607,6.07,100.0,True,0.9983552631578947,completed,True
KIT/425/walking_slow05_poses,official_kit,425,walking_slow,慢速直行,563,562,5.62,100.0,True,0.9982238010657194,completed,True
KIT/425/walking_slow07_poses,official_kit,425,walking_slow,慢速直行,532,531,5.31,100.0,True,0.9981203007518797,completed,True
KIT/425/walking_slow08_poses,official_kit,425,walking_slow,慢速直行,506,505,5.05,100.0,True,0.9980237154150198,completed,True
KIT/425/walking_slow09_poses,official_kit,425,walking_slow,慢速直行,466,465,4.65,100.0,True,0.9978540772532188,completed,True
KIT/425/walking_slow10_poses,official_kit,425,walking_slow,慢速直行,647,646,6.46,100.0,True,0.9984544049459042,completed,True
KIT/425/walking_slow11_poses,official_kit,425,walking_slow,慢速直行,505,504,5.04,100.0,True,0.998019801980198,completed,True
KIT/513/turn_left01_poses,official_kit,513,turn_left,左转,703,702,7.02,100.0,True,0.9985775248933144,completed,True
KIT/513/turn_left02_poses,official_kit,513,turn_left,左转,721,720,7.2,100.0,True,0.9986130374479889,completed,True
KIT/513/turn_left03_poses,official_kit,513,turn_left,左转,628,627,6.27,100.0,True,0.9984076433121019,completed,True
KIT/513/turn_left04_poses,official_kit,513,turn_left,左转,676,675,6.75,100.0,True,0.9985207100591716,completed,True
KIT/513/turn_left05_poses,official_kit,513,turn_left,左转,712,711,7.11,100.0,True,0.9985955056179775,completed,True
KIT/513/turn_left06_poses,official_kit,513,turn_left,左转,634,633,6.33,100.0,True,0.998422712933754,completed,True
KIT/513/turn_left07_poses,official_kit,513,turn_left,左转,665,664,6.64,100.0,True,0.9984962406015038,completed,True
KIT/513/turn_left08_poses,official_kit,513,turn_left,左转,566,565,5.65,100.0,True,0.9982332155477032,completed,True
KIT/513/turn_left09_poses,official_kit,513,turn_left,左转,546,545,5.45,100.0,True,0.9981684981684982,completed,True
KIT/513/turn_right01_poses,official_kit,513,turn_right,右转,636,635,6.35,100.0,True,0.9984276729559748,completed,True
KIT/513/turn_right02_poses,official_kit,513,turn_right,右转,623,622,6.22,100.0,True,0.9983948635634029,completed,True
KIT/513/turn_right03_poses,official_kit,513,turn_right,右转,535,534,5.34,100.0,True,0.9981308411214953,completed,True
KIT/513/turn_right04_poses,official_kit,513,turn_right,右转,686,685,6.85,100.0,True,0.9985422740524781,completed,True
KIT/513/turn_right05_poses,official_kit,513,turn_right,右转,569,568,5.68,100.0,True,0.9982425307557118,completed,True
KIT/513/turn_right06_poses,official_kit,513,turn_right,右转,712,711,7.11,100.0,True,0.9985955056179775,completed,True
KIT/513/turn_right07_poses,official_kit,513,turn_right,右转,747,746,7.46,100.0,True,0.998661311914324,completed,True
KIT/513/turn_right08_poses,official_kit,513,turn_right,右转,829,828,8.28,100.0,True,0.9987937273823885,completed,True
KIT/513/turn_right09_poses,official_kit,513,turn_right,右转,644,643,6.43,100.0,True,0.9984472049689441,completed,True
KIT/513/turn_right10_poses,official_kit,513,turn_right,右转,533,532,5.32,100.0,True,0.99812382739212,completed,True
KIT/6/LeftTurn01_1_poses,official_kit,6,turn_left,左转,605,604,6.04,100.0,True,0.9983471074380166,completed,True
KIT/6/LeftTurn02_1_poses,official_kit,6,turn_left,左转,521,520,5.2,100.0,True,0.9980806142034548,completed,True
KIT/6/LeftTurn03_1_poses,official_kit,6,turn_left,左转,540,539,5.39,100.0,True,0.9981481481481481,completed,True
KIT/6/LeftTurn04_1_poses,official_kit,6,turn_left,左转,495,494,4.94,100.0,True,0.997979797979798,completed,True
KIT/6/LeftTurn05_1_poses,official_kit,6,turn_left,左转,494,493,4.93,100.0,True,0.9979757085020243,completed,True
KIT/6/LeftTurn06_1_poses,official_kit,6,turn_left,左转,501,500,5.0,100.0,True,0.998003992015968,completed,True
KIT/6/LeftTurn07_1_poses,official_kit,6,turn_left,左转,478,477,4.77,100.0,True,0.997907949790795,completed,True
KIT/6/LeftTurn08_1_poses,official_kit,6,turn_left,左转,518,517,5.17,100.0,True,0.9980694980694981,completed,True
KIT/6/LeftTurn09_1_poses,official_kit,6,turn_left,左转,553,552,5.52,100.0,True,0.9981916817359855,completed,True
KIT/6/LeftTurn10_1_poses,official_kit,6,turn_left,左转,494,493,4.93,100.0,True,0.9979757085020243,completed,True
KIT/6/RightTurn01_1_poses,official_kit,6,turn_right,右转,502,501,5.01,100.0,True,0.99800796812749,completed,True
KIT/6/RightTurn02_1_poses,official_kit,6,turn_right,右转,498,497,4.97,100.0,True,0.9979919678714859,completed,True
KIT/6/RightTurn03_1_poses,official_kit,6,turn_right,右转,507,506,5.06,100.0,True,0.9980276134122288,completed,True
KIT/6/RightTurn04_1_poses,official_kit,6,turn_right,右转,511,510,5.1,100.0,True,0.9980430528375733,completed,True
KIT/6/RightTurn05_1_poses,official_kit,6,turn_right,右转,499,498,4.98,100.0,True,0.9979959919839679,completed,True
KIT/6/RightTurn06_1_poses,official_kit,6,turn_right,右转,469,468,4.68,100.0,True,0.997867803837953,completed,True
KIT/6/RightTurn07_1_poses,official_kit,6,turn_right,右转,519,518,5.18,100.0,True,0.9980732177263969,completed,True
KIT/6/RightTurn08_1_poses,official_kit,6,turn_right,右转,528,527,5.27,100.0,True,0.9981060606060606,completed,True
KIT/6/RightTurn09_1_poses,official_kit,6,turn_right,右转,513,512,5.12,100.0,True,0.9980506822612085,completed,True
KIT/6/RightTurn10_1_poses,official_kit,6,turn_right,右转,514,513,5.13,100.0,True,0.9980544747081712,completed,True
KIT/6/WalkInClockwiseCircle01_1_poses,official_kit,6,clockwise_circle,顺时针绕圈,700,699,6.99,100.0,True,0.9985714285714286,completed,True
KIT/6/WalkInClockwiseCircle02_1_poses,official_kit,6,clockwise_circle,顺时针绕圈,759,758,7.58,100.0,True,0.9986824769433466,completed,True
KIT/6/WalkInClockwiseCircle03_1_poses,official_kit,6,clockwise_circle,顺时针绕圈,709,708,7.08,100.0,True,0.998589562764457,completed,True
KIT/6/WalkInClockwiseCircle04_1_poses,official_kit,6,clockwise_circle,顺时针绕圈,723,722,7.22,100.0,True,0.9986168741355463,completed,True
KIT/6/WalkInClockwiseCircle05_1_poses,official_kit,6,clockwise_circle,顺时针绕圈,728,727,7.27,100.0,True,0.9986263736263736,completed,True
KIT/6/WalkInClockwiseCircle06_1_poses,official_kit,6,clockwise_circle,顺时针绕圈,729,728,7.28,100.0,True,0.9986282578875172,completed,True
KIT/6/WalkInClockwiseCircle07_1_poses,official_kit,6,clockwise_circle,顺时针绕圈,712,711,7.11,100.0,True,0.9985955056179775,completed,True
KIT/6/WalkInClockwiseCircle08_1_poses,official_kit,6,clockwise_circle,顺时针绕圈,723,722,7.22,100.0,True,0.9986168741355463,completed,True
KIT/6/WalkInClockwiseCircle09_poses,official_kit,6,clockwise_circle,顺时针绕圈,698,697,6.97,100.0,True,0.998567335243553,completed,True
KIT/6/WalkInClockwiseCircle10_poses,official_kit,6,clockwise_circle,顺时针绕圈,718,717,7.17,100.0,True,0.9986072423398329,completed,True
KIT/6/WalkInCounterClockwiseCircle01_1_poses,official_kit,6,counterclockwise_circle,逆时针绕圈,815,814,8.14,100.0,True,0.9987730061349693,completed,True
KIT/6/WalkInCounterClockwiseCircle02_1_poses,official_kit,6,counterclockwise_circle,逆时针绕圈,744,743,7.43,100.0,True,0.9986559139784946,completed,True
KIT/6/WalkInCounterClockwiseCircle03_1_poses,official_kit,6,counterclockwise_circle,逆时针绕圈,723,722,7.22,100.0,True,0.9986168741355463,completed,True
KIT/6/WalkInCounterClockwiseCircle04_1_poses,official_kit,6,counterclockwise_circle,逆时针绕圈,787,786,7.86,100.0,True,0.9987293519695044,completed,True
KIT/6/WalkInCounterClockwiseCircle05_1_poses,official_kit,6,counterclockwise_circle,逆时针绕圈,687,686,6.86,100.0,True,0.9985443959243085,completed,True
KIT/6/WalkInCounterClockwiseCircle06_1_poses,official_kit,6,counterclockwise_circle,逆时针绕圈,691,690,6.9,100.0,True,0.9985528219971056,completed,True
KIT/6/WalkInCounterClockwiseCircle07_1_poses,official_kit,6,counterclockwise_circle,逆时针绕圈,758,757,7.57,100.0,True,0.9986807387862797,completed,True
KIT/6/WalkInCounterClockwiseCircle08_1_poses,official_kit,6,counterclockwise_circle,逆时针绕圈,735,734,7.34,100.0,True,0.998639455782313,completed,True
KIT/6/WalkInCounterClockwiseCircle09_1_poses,official_kit,6,counterclockwise_circle,逆时针绕圈,733,732,7.32,100.0,True,0.9986357435197817,completed,True
KIT/6/WalkInCounterClockwiseCircle10_1_poses,official_kit,6,counterclockwise_circle,逆时针绕圈,674,673,6.73,100.0,True,0.9985163204747775,completed,True
KIT/6/WalkingStraightBackwards01_poses,official_kit,6,straight_backward,直线后退,452,451,4.51,100.0,True,0.9977876106194691,completed,True
KIT/6/WalkingStraightBackwards02_poses,official_kit,6,straight_backward,直线后退,493,492,4.92,100.0,True,0.9979716024340771,completed,True
KIT/6/WalkingStraightBackwards03_poses,official_kit,6,straight_backward,直线后退,507,506,5.06,100.0,True,0.9980276134122288,completed,True
KIT/6/WalkingStraightBackwards04_poses,official_kit,6,straight_backward,直线后退,521,520,5.2,100.0,True,0.9980806142034548,completed,True
KIT/6/WalkingStraightBackwards05_poses,official_kit,6,straight_backward,直线后退,524,523,5.23,100.0,True,0.9980916030534351,completed,True
KIT/6/WalkingStraightBackwards06_poses,official_kit,6,straight_backward,直线后退,519,518,5.18,100.0,True,0.9980732177263969,completed,True
KIT/6/WalkingStraightBackwards07_poses,official_kit,6,straight_backward,直线后退,466,465,4.65,100.0,True,0.9978540772532188,completed,True
KIT/6/WalkingStraightBackwards08_poses,official_kit,6,straight_backward,直线后退,479,478,4.78,100.0,True,0.9979123173277662,completed,True
KIT/6/WalkingStraightBackwards09_poses,official_kit,6,straight_backward,直线后退,504,503,5.03,100.0,True,0.998015873015873,completed,True
KIT/6/WalkingStraightBackwards10_poses,official_kit,6,straight_backward,直线后退,485,484,4.84,100.0,True,0.9979381443298969,completed,True
KIT/675/walk_with_handrail_beam_left01_poses,official_kit,675,handrail_walking,扶栏行走,403,402,4.02,100.0,True,0.9975186104218362,completed,True
KIT/675/walk_with_handrail_beam_left02_poses,official_kit,675,handrail_walking,扶栏行走,398,397,3.97,100.0,True,0.9974874371859297,completed,True
KIT/675/walk_with_handrail_beam_left03_poses,official_kit,675,handrail_walking,扶栏行走,385,384,3.84,100.0,True,0.9974025974025974,completed,True
KIT/675/walk_with_handrail_beam_left04_poses,official_kit,675,handrail_walking,扶栏行走,480,479,4.79,100.0,True,0.9979166666666667,completed,True
KIT/675/walk_with_handrail_beam_left05_poses,official_kit,675,handrail_walking,扶栏行走,417,416,4.16,100.0,True,0.9976019184652278,completed,True
KIT/675/walk_with_handrail_beam_left06_poses,official_kit,675,handrail_walking,扶栏行走,494,493,4.93,100.0,True,0.9979757085020243,completed,True
KIT/675/walk_with_handrail_beam_left07_poses,official_kit,675,handrail_walking,扶栏行走,419,418,4.18,100.0,True,0.9976133651551312,completed,True
KIT/675/walk_with_handrail_beam_left08_poses,official_kit,675,handrail_walking,扶栏行走,507,506,5.06,100.0,True,0.9980276134122288,completed,True
KIT/675/walk_with_handrail_beam_left09_poses,official_kit,675,handrail_walking,扶栏行走,519,518,5.18,100.0,True,0.9980732177263969,completed,True
KIT/675/walk_with_handrail_beam_left10_poses,official_kit,675,handrail_walking,扶栏行走,491,490,4.9,100.0,True,0.9979633401221996,completed,True
KIT/675/walk_with_handrail_beam_right01_poses,official_kit,675,handrail_walking,扶栏行走,498,497,4.97,100.0,True,0.9979919678714859,completed,True
KIT/675/walk_with_handrail_beam_right02_poses,official_kit,675,handrail_walking,扶栏行走,450,449,4.49,100.0,True,0.9977777777777778,completed,True
KIT/675/walk_with_handrail_beam_right03_poses,official_kit,675,handrail_walking,扶栏行走,531,530,5.3,100.0,True,0.9981167608286252,completed,True
KIT/675/walk_with_handrail_beam_right04_poses,official_kit,675,handrail_walking,扶栏行走,458,457,4.57,100.0,True,0.9978165938864629,completed,True
KIT/675/walk_with_handrail_beam_right05_poses,official_kit,675,handrail_walking,扶栏行走,467,466,4.66,100.0,True,0.9978586723768736,completed,True
KIT/675/walk_with_handrail_beam_right06_poses,official_kit,675,handrail_walking,扶栏行走,471,470,4.7,100.0,True,0.9978768577494692,completed,True
KIT/675/walk_with_handrail_beam_right07_poses,official_kit,675,handrail_walking,扶栏行走,536,535,5.35,100.0,True,0.9981343283582089,completed,True
KIT/675/walk_with_handrail_beam_right08_poses,official_kit,675,handrail_walking,扶栏行走,457,456,4.56,100.0,True,0.9978118161925602,completed,True
KIT/675/walk_with_handrail_beam_right09_poses,official_kit,675,handrail_walking,扶栏行走,483,482,4.82,100.0,True,0.9979296066252588,completed,True
KIT/675/walk_with_handrail_beam_right10_poses,official_kit,675,handrail_walking,扶栏行走,563,562,5.62,100.0,True,0.9982238010657194,completed,True
KIT/675/walk_with_handrail_left01_poses,official_kit,675,handrail_walking,扶栏行走,456,455,4.55,100.0,True,0.9978070175438597,completed,True
KIT/675/walk_with_handrail_left02_poses,official_kit,675,handrail_walking,扶栏行走,534,533,5.33,100.0,True,0.99812734082397,completed,True
KIT/675/walk_with_handrail_left03_poses,official_kit,675,handrail_walking,扶栏行走,487,486,4.86,100.0,True,0.997946611909651,completed,True
KIT/675/walk_with_handrail_left04_poses,official_kit,675,handrail_walking,扶栏行走,523,522,5.22,100.0,True,0.9980879541108987,completed,True
KIT/675/walk_with_handrail_left05_poses,official_kit,675,handrail_walking,扶栏行走,481,480,4.8,100.0,True,0.997920997920998,completed,True
KIT/675/walk_with_handrail_left06_poses,official_kit,675,handrail_walking,扶栏行走,463,462,4.62,100.0,True,0.9978401727861771,completed,True
KIT/675/walk_with_handrail_left07_poses,official_kit,675,handrail_walking,扶栏行走,439,438,4.38,100.0,True,0.9977220956719818,completed,True
KIT/675/walk_with_handrail_left08_poses,official_kit,675,handrail_walking,扶栏行走,417,416,4.16,100.0,True,0.9976019184652278,completed,True
KIT/675/walk_with_handrail_left09_poses,official_kit,675,handrail_walking,扶栏行走,450,449,4.49,100.0,True,0.9977777777777778,completed,True
KIT/675/walk_with_handrail_left10_poses,official_kit,675,handrail_walking,扶栏行走,477,476,4.76,100.0,True,0.9979035639412998,completed,True
KIT/675/walk_with_handrail_right01_poses,official_kit,675,handrail_walking,扶栏行走,394,393,3.93,100.0,True,0.9974619289340102,completed,True
KIT/675/walk_with_handrail_right02_poses,official_kit,675,handrail_walking,扶栏行走,463,462,4.62,100.0,True,0.9978401727861771,completed,True
KIT/675/walk_with_handrail_right03_poses,official_kit,675,handrail_walking,扶栏行走,333,332,3.32,100.0,True,0.996996996996997,completed,True
KIT/675/walk_with_handrail_right04_poses,official_kit,675,handrail_walking,扶栏行走,304,303,3.03,100.0,True,0.9967105263157895,completed,True
KIT/675/walk_with_handrail_right05_poses,official_kit,675,handrail_walking,扶栏行走,383,382,3.82,100.0,True,0.9973890339425587,completed,True
KIT/675/walk_with_handrail_right06_poses,official_kit,675,handrail_walking,扶栏行走,344,343,3.43,100.0,True,0.997093023255814,completed,True
KIT/675/walk_with_handrail_right07_poses,official_kit,675,handrail_walking,扶栏行走,377,376,3.76,100.0,True,0.9973474801061007,completed,True
KIT/675/walk_with_handrail_right08_poses,official_kit,675,handrail_walking,扶栏行走,413,412,4.12,100.0,True,0.9975786924939467,completed,True
KIT/675/walk_with_handrail_right09_poses,official_kit,675,handrail_walking,扶栏行走,330,329,3.29,100.0,True,0.996969696969697,completed,True
KIT/675/walk_with_handrail_right10_poses,official_kit,675,handrail_walking,扶栏行走,383,382,3.82,100.0,True,0.9973890339425587,completed,True
KIT/7/LeftTurn01_poses,official_kit,7,turn_left,左转,557,556,5.56,100.0,True,0.9982046678635548,completed,True
KIT/7/LeftTurn02_poses,official_kit,7,turn_left,左转,541,540,5.4,100.0,True,0.9981515711645101,completed,True
KIT/7/LeftTurn03_poses,official_kit,7,turn_left,左转,530,529,5.29,100.0,True,0.9981132075471698,completed,True
KIT/7/LeftTurn04_poses,official_kit,7,turn_left,左转,593,592,5.92,100.0,True,0.9983136593591906,completed,True
KIT/7/LeftTurn05_poses,official_kit,7,turn_left,左转,534,533,5.33,100.0,True,0.99812734082397,completed,True
